StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,id,interview,consent,confidence,motivation,interview_statements_1,interview_statements_2,interview_statements_3,interview_statements_4,knowledge_before,new_info,strategy,strategy_free,change_strategy,change_strategy_free,interview_adj_1,interview_adj_2,interview_adj_3,interview_adj_4,interview_adj_5,interview_adj_6,interviewer_adj_1,interviewer_adj_2,interviewer_adj_3,interviewer_adj_4,interviewer_adj_5,interviewer_adj_6,age,gender,lie_scale#1_1_1,lie_scale#1_2_1,lie_scale#1_3_1,lie_scale#1_4_1,lie_scale#1_5_1,lie_scale#2_1_1,lie_scale#2_2_1,lie_scale#2_3_1,lie_scale#2_4_1,lie_scale#2_5_1
2023-07-12 17:20:32,2023-07-12 17:41:15,0,100,1243,1,2023-07-12 17:41:16,R_2xCMmROQPWY4rSQ,anonymous,EN,42,2,1,3,4,3,4,4,2,6,3,2,,2,,4,3,3,2,4,2,3,4,1,3,4,2,,,0,0,0,0,0,0,0,0,0,0
2023-07-14 09:41:41,2023-07-14 10:15:24,0,100,2023,1,2023-07-14 10:15:25,R_XHuqeN9ahYuq5zz,anonymous,EN,37,3,1,5,7,4,3,3,4,6,6,1,"Min strategi var som tidigare att prata runt saker. Det var mycket svårare denna gången eftersom jag blev lite mer ifrågasatt men jag kände ändå att jag kunde ge rimliga svar som skulle kunna förklara mitt beteende. ",1,"Jag fick liknande frågor som tidigare men ställda på ett nytt sätt vilket gjorde att jag var tvungen att tänka efter så att jag inte avslöjade för mycket nytt. ",4,2,3,1,5,2,5,3,1,3,4,1,,,0,2,0,0,0,6,0,0,1,0
2023-07-14 10:50:43,2023-07-14 11:08:51,0,100,1088,1,2023-07-14 11:08:52,R_2trsOWF62NBYAu7,anonymous,EN,38,3,1,2,5,3,3,2,4,6,2,1,"Fanns vittnen, gav rimliga anledningar till varför jag var i närheten.",2,"Bytte strategi i intervju nr 1, behöll samma strategi i 2&3. Insåg att om det fanns vittnen så går det inte att motbevisa att man var där.",5,2,4,2,4,4,5,1,1,5,5,1,,,0,0,0,0,0,1,0,0,0,0
2023-07-14 11:51:49,2023-07-14 12:10:49,0,100,1139,1,2023-07-14 12:10:49,R_1oAR9Hebv1TFEfW,anonymous,EN,39,3,1,5,7,4,3,1,4,7,5,2,,2,,5,2,4,1,4,3,4,1,1,3,3,1,,,0,0,0,0,0,0,0,0,0,0
2023-07-14 12:51:41,2023-07-14 16:51:16,0,100,14374,1,2023-07-14 16:51:16,R_3PNPpQHxM4cfaxA,anonymous,EN,40,3,1,3,5,2,4,4,3,5,3,1,Jag höll mig till samma historia som under de första intervjuerna och försökte svara likadant som tidigare. För nya frågor försökte jag anpassa svaren så att de passade med min historia.,2,,3,2,2,2,3,2,4,4,1,3,4,1,,,0,0,0,0,0,0,0,0,0,0
2023-07-14 16:51:21,2023-07-14 17:17:19,0,100,1557,1,2023-07-14 17:17:20,R_24wrNtWU4CTui0m,anonymous,EN,41,3,1,4,6,3,4,4,3,4,3,1,Fortsatte med samma strategi som föregående intervjuer och försökte se till att det inte var några hål i min story,2,,4,2,4,3,3,2,4,4,1,3,5,2,,,0,0,1,0,0,0,0,2,0,0
2023-07-14 17:26:21,2023-07-14 17:47:38,0,100,1276,1,2023-07-14 17:47:38,R_pn3KmAhSVVxEvp7,anonymous,EN,42,3,1,2,2,2,4,4,2,5,5,2,,2,,4,3,2,2,4,2,3,3,2,2,4,2,,,0,0,0,0,0,0,0,0,0,0
2023-08-07 10:42:05,2023-08-07 12:13:38,0,100,5493,1,2023-08-07 12:13:39,R_3gMVV113Q30YXFK,anonymous,EN,43,1,1,4,7,3,3,4,3,4,2,2,,2,,2,4,2,2,3,2,1,1,4,1,1,4,50,1,0,2,0,p,p,1,0,0,0,0
2023-08-07 12:50:22,2023-08-07 13:49:54,0,100,3571,1,2023-08-07 13:49:55,R_3rJq64FCfa2PzqC,anonymous,EN,44,1,1,3,5,1,5,5,1,2,2,2,,1,hon frågade vad jag gjorde på psykologiska institutet vilket jag inte ens var medveten om att jag vistade mig på föränn hon sa det och blev lite ställd och sen bytte jag strategi till att göra bort mig totalt och inte avslöja något väsentligt om vad jag faktiskt gjorde,1,5,2,2,4,4,5,3,2,2,4,1,23,1,0,0,0,0,0,0,0,0,0,0
2023-08-07 13:50:08,2023-08-07 14:44:24,0,100,3256,1,2023-08-07 14:44:25,R_2cAYfMEweJCqz5m,anonymous,EN,45,1,1,3,5,1,4,5,2,5,2,1,"Jag vet inte om jag skulle kalla det för strategi men min tanke var att bara ge ut den information som de frågade om. Redan innan var mitt minne suddigt om var jag hade varit, men jag kanske försökte spela på det lite extra",2,,1,4,2,3,2,1,3,2,2,1,1,4,25,3,1,0,1,0,0,0,0,0,0,0
2023-08-07 15:21:34,2023-08-07 16:15:21,0,100,3227,1,2023-08-07 16:15:22,R_1qUusFz7zLMeHYI,anonymous,EN,46,1,1,5,7,2,3,4,4,5,4,1,Jag skulle möta upp en vän som jobbar i byggnaden. Men kunde inte hitta henne.,2,,3,4,2,2,3,2,3,4,3,3,4,1,35,2,0,0,0,0,0,0,1,0,0,0
2023-08-08 11:09:23,2023-08-08 11:26:55,0,100,1051,1,2023-08-08 11:26:56,R_1nYMf1EPyhVfXPi,anonymous,EN,43,2,1,5,7,4,3,4,4,2,2,1,tänkte att jag håller mig så nära saningen som möjligt. sen var det ju helt tomt med folk så vem kan ha sett mig gå överallt,2,,4,1,4,1,3,3,3,2,2,2,3,2,,,0,0,0,0,0,0,0,0,0,0
2023-08-08 11:32:15,2023-08-08 15:24:59,0,100,13963,1,2023-08-08 15:24:59,R_3s0pwoOlIvU5BIc,anonymous,EN,44,2,1,1,5,2,4,3,4,3,2,1,"Min strategi var beroende på att intervjuaren inte hade några bevis på min brottsaktivitet, då jag inte stötte på potentiella vittnen när jag genomförde brottet och tog hand om övervakningen.Så det var bara att svara nej på frågor så som ""vistade du dig på andra våningen under din vistelse"", samt ha en händelselös alibi  ",2,,4,2,4,2,3,3,3,2,1,2,3,4,,,0,0,0,0,0,0,0,0,0,0
2023-08-08 15:25:01,2023-08-08 15:49:45,0,100,1484,1,2023-08-08 15:49:46,R_2e9BOrz190Mo2J7,anonymous,EN,46,2,1,4,7,2,4,4,3,4,3,1,"Vid första tillfället tog jag några minuter innan intervjun för att bestämma varför jag varit i byggnaden. Jag bestämde mig också för inte ge ifrån mig mer information än nödvändigt (korta svar, ospecifika svar, upprepa svar, ställa motfrågor när det är naturligt) utan att (jag förhoppningvis) verkar förhalla eller dölja allt för mycket.",2,,4,4,2,2,3,2,3,4,1,3,4,1,,,0,0,1,0,0,0,1,0,0,0
2023-08-09 10:50:50,2023-08-09 11:18:21,0,100,1651,1,2023-08-09 11:18:22,R_2BlnVhiPMAS1dZD,anonymous,EN,43,3,1,6,7,4,3,3,4,2,2,2,,2,,4,2,3,3,2,2,3,3,3,2,3,2,,,0,0,0,0,0,0,0,0,0,0
2023-08-09 12:59:38,2023-08-09 14:42:29,0,100,6170,1,2023-08-09 14:42:30,R_32XerWXrWyWSjhS,anonymous,EN,44,3,1,2,3,3,4,4,3,7,1,1,Inte ge tydliga svar samt undvika att svara på vissa frågor och leda bort samtalet.,2,,4,4,3,2,3,3,4,4,2,2,4,3,,,0,0,0,0,0,0,0,0,0,0
2023-08-09 15:27:40,2023-08-09 15:56:41,0,100,1741,1,2023-08-09 15:56:42,R_5teX5rYXq5uOSFb,anonymous,EN,46,3,1,3,7,2,4,5,2,5,3,1,"Jag gjorde en strategi minutrarna inför första intervjun som hade tre delar. Jag har avslöjat en del efter varje intervju (fall i fall det skulle användas emot mig). Första delen: Bestämma innan varför jag varit i byggnaden som kan förklara mina rörelse. Andra delen: Ge svar som ger så lite relevant information som möjligt. Tredje delen: Låsas att jag är en av de självsäkra vita män i 50-årsåldern som jag brukar sitta i fastighetsförandlingar med. De är lugna, ser sin närvaro som självklar och en attityd som att ingen kan tro något annat än gott om dem.(Det finns bra män också i fastighetsbranschen)",2,,3,4,2,2,2,2,3,3,1,2,4,2,,,0,0,0,0,0,0,0,0,0,0
2023-08-18 16:24:54,2023-08-18 16:53:09,0,100,1695,1,2023-08-18 16:53:10,R_2wLIP4okn9aqHja,anonymous,EN,48,3,1,4,7,4,3,1,4,1,7,1,"My strategy was to talk about true events that are not compromising, but they are truthful and will give more confident talking about them.",2,,4,1,4,1,5,1,5,1,1,3,4,1,,,0,0,0,0,0,0,0,0,0,0
2023-08-21 09:50:44,2023-08-21 10:27:48,0,100,2223,1,2023-08-21 10:27:48,R_7aEbAkErpNbini9,anonymous,EN,45,2,1,2,3,3,5,4,4,5,2,1,"Efter förra intervjun försökte jag att vara mer ärlig med det som hade hänt, men försökte samtidigt att flika in med förklaringar eller berätta saker så att det jag gjorde inte verkade som något olagligt, men det fanns inte jättemycket utrymme för det. ",2,,4,5,1,4,1,2,3,5,3,1,3,5,,,1,0,0,0,0,0,1,0,1,0
2023-08-22 09:45:59,2023-08-22 10:32:00,0,100,2760,1,2023-08-22 10:32:01,R_2xCWm7fKr3E4QWY,anonymous,EN,45,3,1,3,2,3,5,4,4,5,2,1,"Gick på informationen som jag trodde de hade av mig sen innan och försökte vara medhjälplig där det gick, men ändå försöka flika in med saker som jag tyckte gjorde mig oskyldig, men fanns inte jättemycket utrymme till det",2,,3,5,1,4,1,2,3,2,2,2,2,4,,,0,0,0,0,1,0,0,0,0,0
2023-10-13 13:46:23,2023-10-13 15:02:00,0,100,4537,1,2023-10-13 15:02:01,R_bQx5sRIRPWbm5CV,anonymous,EN,60,1,1,4,5,3,4,3,4,6,4,2,,2,,4,4,3,2,4,4,4,4,3,3,3,4,55,2,0,1,1,0,0,0,1,0,1,0
2023-10-13 15:04:09,2023-10-13 16:55:44,0,100,6695,1,2023-10-13 16:55:45,R_3VEc8VV5yHf3jA5,anonymous,EN,61,1,1,4,6,2,5,4,1,3,5,2,"Tänkte innan att jag skulle undvika säga specifika saker, men babblade på mer än vad jag trodde jag skulle göra.",2,,4,,2,2,4,3,4,3,2,1,2,2,24,1,0,0,0,0,0,0,0,2,0,0
2023-10-16 09:51:32,2023-10-16 10:21:52,0,100,1820,1,2023-10-16 10:21:53,R_upIkQUmjpNKLEfT,anonymous,EN,61,2,1,3,6,1,5,5,1,6,5,2,,2,,4,3,3,3,2,2,3,2,1,1,2,1,,,0,0,0,0,0,0,0,0,0,0
2023-10-18 09:59:21,2023-10-18 10:32:31,0,100,1989,1,2023-10-18 10:32:32,R_3fH0wFteUE4C5WV,anonymous,EN,61,3,1,3,7,1,5,5,1,6,4,2,"Kännde att jag redan ramat in mig själv efter första intervjupasset när jag sa att jag bara vistats på första våningen och ville inte ändra min story. ",2,,5,3,3,2,3,3,4,3,2,2,2,2,,,0,0,0,0,0,0,1,0,0,0
2023-10-18 11:47:43,2023-10-18 12:37:39,0,100,2996,1,2023-10-18 12:37:40,R_21thIhW12di2ioi,anonymous,EN,60,2,1,5,4,2,5,4,3,7,4,2,,2,,4,5,4,5,3,3,2,5,3,3,2,4,,,0,1,0,0,0,0,1,0,1,0
2023-10-25 09:45:29,2023-10-25 10:45:25,0,100,3596,1,2023-10-25 10:45:26,R_1dFtXWaDc10aoDQ,anonymous,EN,60,3,1,3,5,1,5,4,4,7,3,2,,2,,3,4,2,3,3,2,3,5,2,3,3,3,,,0,1,0,1,0,0,0,0,1,0
